"Josh-Cena","COLLABORATOR","Thanks, but these components are already well-typed and I fail to see how this PR improves any safety.","2024-10-10T17:44:28Z",false,"COMMENTED"
"zpao","MEMBER","I should update some of these with new language we have generally, but this is good as is. Thanks!","2024-10-08T18:13:25Z",false,"APPROVED"
"slorber","COLLABORATOR","","2024-10-09T07:14:21Z",false,"CHANGES_REQUESTED"
"Josh-Cena","COLLABORATOR","","2024-10-02T21:15:16Z",false,"COMMENTED"
"Josh-Cena","COLLABORATOR",":+1: Thanks!","2024-10-02T21:32:29Z",false,"APPROVED"
"Josh-Cena","COLLABORATOR","","2024-10-02T21:35:41Z",false,"COMMENTED"
"slorber","COLLABORATOR","","2024-10-03T10:09:17Z",false,"COMMENTED"
"Josh-Cena","COLLABORATOR","Thanks","2024-09-25T22:08:34Z",false,"APPROVED"
"Josh-Cena","COLLABORATOR","","2024-09-24T14:59:23Z",false,"APPROVED"
"slorber","COLLABORATOR","LGTM but it's probably better if your translations have the same capitalization than the one from the base language (english)","2024-09-19T09:38:57Z",false,"CHANGES_REQUESTED"
"namnguyenthanhwork","CONTRIBUTOR","","2024-09-19T11:12:02Z",false,"COMMENTED"
"namnguyenthanhwork","CONTRIBUTOR","","2024-09-19T11:12:27Z",false,"COMMENTED"
"Josh-Cena","COLLABORATOR","","2024-09-16T23:04:41Z",false,"APPROVED"
"slorber","COLLABORATOR","","2024-09-19T07:48:20Z",false,"COMMENTED"
"github-advanced-security","NONE","","2024-09-10T09:37:29Z",false,"COMMENTED"
"github-advanced-security","NONE","","2024-09-10T09:51:17Z",false,"COMMENTED"
"github-advanced-security","NONE","","2024-09-10T10:01:45Z",false,"COMMENTED"
"github-advanced-security","NONE","","2024-09-06T07:28:58Z",false,"COMMENTED"
"Josh-Cena","COLLABORATOR","Is there a reason we don't just change our source code to use the forked package?","2024-08-23T18:39:38Z",false,"APPROVED"
"slorber","COLLABORATOR","
> Fix is kinda ugly, baseUrl things are a bit of a pain

Not sure to understand what you mean here. What is ugly and what is a pain?

> moreover now we have 2 separate datas, the one from `getAuthorsMap` in `loadContent` and `authorsMap` in `contentLoaded`

What is the problem? We need to define at which step this baseUrl gets applied. There are many possible solutions, including applying later when creating the props. 

I think applying it earlier in authors map is fine and consistent with the way we deal with baseUrl in many places currently.



> Deprecating / removing inline authors would simplify things

We don't really plan to do that 😅 
","2024-08-26T08:31:17Z",false,"CHANGES_REQUESTED"
"slorber","COLLABORATOR","","2024-08-26T08:34:00Z",false,"COMMENTED"
"Josh-Cena","COLLABORATOR","","2024-08-26T16:02:54Z",false,"COMMENTED"
"slorber","COLLABORATOR","","2024-08-27T08:42:39Z",false,"COMMENTED"
"slorber","COLLABORATOR","","2024-08-27T08:47:19Z",false,"COMMENTED"
"slorber","COLLABORATOR","","2024-08-27T08:48:55Z",false,"COMMENTED"
"slorber","COLLABORATOR","","2024-08-27T08:56:55Z",false,"COMMENTED"
"slorber","COLLABORATOR","","2024-08-27T09:03:50Z",false,"COMMENTED"
"slorber","COLLABORATOR","LGTM 👍 thanks","2024-08-29T12:17:46Z",false,"APPROVED"
"slorber","COLLABORATOR","That looks good enough to me, apart from a few details 

","2024-08-26T09:08:00Z",false,"CHANGES_REQUESTED"
"slorber","COLLABORATOR","LGTM but you need to run a yarn command to update the translations, cf the CI test failure logs and GitHub check annotations","2024-08-20T21:10:44Z",false,"CHANGES_REQUESTED"
