"AThousandShips","MEMBER","","2024-10-14T11:51:24Z",false,"COMMENTED"
"AThousandShips","MEMBER","","2024-10-14T11:52:22Z",false,"COMMENTED"
"betalars","NONE","","2024-10-14T11:54:10Z",false,"COMMENTED"
"betalars","NONE","","2024-10-14T11:54:28Z",false,"COMMENTED"
"betalars","NONE","","2024-10-14T11:54:59Z",false,"COMMENTED"
"AThousandShips","MEMBER","","2024-10-14T11:55:30Z",false,"COMMENTED"
"AThousandShips","MEMBER","","2024-10-14T11:55:36Z",false,"COMMENTED"
"AThousandShips","MEMBER","","2024-10-14T11:55:49Z",false,"COMMENTED"
"AThousandShips","MEMBER","","2024-10-14T11:56:15Z",false,"COMMENTED"
"AThousandShips","MEMBER","","2024-10-14T11:56:41Z",false,"COMMENTED"
"AThousandShips","MEMBER","","2024-10-14T12:00:00Z",false,"COMMENTED"
"betalars","NONE","","2024-10-14T12:01:45Z",false,"COMMENTED"
"betalars","NONE","","2024-10-14T13:11:30Z",false,"COMMENTED"
"betalars","NONE","","2024-10-14T13:32:07Z",false,"COMMENTED"
"betalars","NONE","","2024-10-14T13:32:46Z",false,"COMMENTED"
"AThousandShips","MEMBER","","2024-10-14T13:35:19Z",false,"COMMENTED"
"timothyqiu","MEMBER","","2024-10-13T23:51:29Z",false,"COMMENTED"
"jaydensipe","CONTRIBUTOR","","2024-10-14T00:05:14Z",false,"COMMENTED"
"timothyqiu","MEMBER","I think you can merge #98157 into this one. It is essentially the same as this one.","2024-10-13T23:56:47Z",false,"COMMENTED"
"jaydensipe","CONTRIBUTOR","","2024-10-14T00:05:39Z",false,"COMMENTED"
"AThousandShips","MEMBER","","2024-10-14T14:02:45Z",false,"COMMENTED"
"dalexeev","MEMBER","Looks good to me. Please add a test.","2024-10-13T20:03:12Z",false,"APPROVED"
"dalexeev","MEMBER","","2024-10-13T20:22:39Z",false,"COMMENTED"
"HolonProduction","MEMBER","","2024-10-13T20:44:49Z",false,"COMMENTED"
"fire","MEMBER","","2024-10-13T17:20:40Z",false,"COMMENTED"
"Bromeon","CONTRIBUTOR","Thanks a lot for your contribution! 🙂 


> In `JSON::stringify`, regarding the new `allow_nonfinite` parameter: When set to true, the following will occur:
> 
>   * NAN values become the keyword `NaN`
>   * INF values become the keyword `Infinity`
>   * -INF values become the keyword `-Infinity`
>
>
> This is based on a somewhat common nonstandard extension that is compatible with, at the minimum, Python's own JSON functions and a few other places. (See here https://evanhahn.com/pythons-nonstandard-json-encoding/)
> The rationale of these keywords is to not be arbitrary, and instead the commonly supported.

The problem is still that it's non-standard, and calling it ""JSON"" is misleading. It's not JSON, but a custom protocol that has JSON as a subset.

While such extensions address the problem of having a serialization format that Godot can save and read again, they simultaneously cause interop problems for every non-Godot JSON deserializer, e.g. webservers, tools like `jq`, and JSON libraries in almost all programming languages. 

I don't think we are doing users a favor by locking them into a format that can only be understood by Godot and Python, especially not under the cover of the `JSON` class. It's not obvious for people unfamiliar with the protocol that these extensions are unsupported in the majority of software.


---

Maybe taking a step back, it would be good to know which problem we are exactly solving. Could you elaborate in which context you needed this?

Related, do we really want to encourage NaN (which is often the result of logic errors) to creep into serialization formats? Can we not expect users to handle these values explicitly and define a domain-specific value for them? I don't think the engine should make such a choice, precisely because there's no standard way of representing them in JSON and different applications may have different preferences.


","2024-10-14T15:08:19Z",false,"CHANGES_REQUESTED"
"dustdfg","CONTRIBUTOR","Didn't try to compile but expect it will work. LGTM.","2024-10-13T05:08:12Z",false,"APPROVED"
"bruvzg","MEMBER","","2024-10-13T11:25:25Z",false,"COMMENTED"
"TCROC","CONTRIBUTOR","","2024-10-13T13:25:28Z",false,"COMMENTED"
"TCROC","CONTRIBUTOR","","2024-10-13T13:27:27Z",false,"COMMENTED"
"TCROC","CONTRIBUTOR","","2024-10-13T13:34:56Z",false,"COMMENTED"
"TCROC","CONTRIBUTOR","","2024-10-13T13:35:10Z",false,"COMMENTED"
"bruvzg","MEMBER","","2024-10-13T14:28:18Z",false,"APPROVED"
