"gjanssens","MEMBER","Looks good to me.

The use of boost::process::environment is a nice touch. Would it make sense to replace our use of getenv with calls to boost::process::environment as well for consistency ? One way to do that could be to make new_env a member variable of GncFQQuoteSource and populate it at construction time already. That would eliminate the need to store the two api keys themselves as member variables.","2024-09-20T07:46:43Z",false,"COMMENTED"
"jralls","MEMBER","I don't think the chart is particularly useful, there are better ways to get stock price charts. It's anyway misnamed, it's a plain line chart, not a scatterplot. That's a good thing, a price scatterplot wouldn't be very useful either. 

I'm all for getting rid of the different intervals, they don't even change the displayed data, just the numbers along the X axis, and those numbers are themselves pretty useless.
However using the dates of the prices to set the vertical lines makes for a strange-looking plot and it's going to get congested for plots with either a long period or showing frequent quotes. I think it would be better to break the period up into some consistent number of intervals and put date labels on each interval.","2024-09-23T19:20:51Z",false,"COMMENTED"
"gjanssens","MEMBER","","2024-09-13T16:24:59Z",false,"COMMENTED"
"gjanssens","MEMBER","","2024-09-13T16:35:12Z",false,"CHANGES_REQUESTED"
"jralls","MEMBER","","2024-09-13T17:06:29Z",false,"COMMENTED"
"christopherlam","CONTRIBUTOR","","2024-09-13T23:57:58Z",false,"COMMENTED"
"christopherlam","CONTRIBUTOR","","2024-09-14T06:03:41Z",false,"COMMENTED"
"Bob-IT","CONTRIBUTOR","","2024-09-15T08:20:49Z",false,"COMMENTED"
"christopherlam","CONTRIBUTOR","","2024-09-15T15:09:03Z",false,"COMMENTED"
"jralls","MEMBER","","2024-09-06T00:33:35Z",false,"COMMENTED"
"christopherlam","CONTRIBUTOR","","2024-09-06T01:00:20Z",false,"COMMENTED"
"christopherlam","CONTRIBUTOR","","2024-09-06T01:02:13Z",false,"COMMENTED"
"jralls","MEMBER","","2024-09-06T02:48:56Z",false,"COMMENTED"
"christopherlam","CONTRIBUTOR","","2024-08-27T14:17:32Z",false,"COMMENTED"
"jralls","MEMBER","","2024-08-27T16:01:46Z",false,"COMMENTED"
"jralls","MEMBER","It all looks reasonable to me, but surely these changes warrant corresponding changes in test-budget-report.scm.","2024-09-23T18:07:58Z",false,"COMMENTED"
"jralls","MEMBER","There's nothing technically wrong here, but it has a lipstick-on-a-pig feel to it. The only thing you're changing to C++ is using std::optional to replace a boolean value pair. What's your ultimate goal?","2024-07-25T04:04:18Z",false,"COMMENTED"
"christopherlam","CONTRIBUTOR","","2024-07-05T12:23:56Z",false,"COMMENTED"
"jralls","MEMBER","","2024-07-05T16:38:42Z",false,"COMMENTED"
"fellen","MEMBER","","2024-06-25T23:35:46Z",false,"COMMENTED"
"jralls","MEMBER","","2024-07-04T00:36:43Z",false,"CHANGES_REQUESTED"
"christopherlam","CONTRIBUTOR","","2024-07-04T01:40:06Z",false,"COMMENTED"
"christopherlam","CONTRIBUTOR","","2024-07-04T01:45:26Z",false,"COMMENTED"
"jralls","MEMBER","","2024-08-16T22:28:08Z",false,"COMMENTED"
"jralls","MEMBER","","2024-08-16T22:51:23Z",false,"COMMENTED"
"jralls","MEMBER","","2024-08-18T00:58:08Z",false,"CHANGES_REQUESTED"
"christopherlam","CONTRIBUTOR","","2024-08-18T12:00:45Z",false,"COMMENTED"
"jralls","MEMBER","","2024-08-18T15:42:05Z",false,"COMMENTED"
"jralls","MEMBER","","2024-10-07T02:32:33Z",false,"COMMENTED"
"jralls","MEMBER","","2024-10-07T03:29:09Z",false,"COMMENTED"
"jralls","MEMBER","> note these are overloaded functions returning type T instead of
getting/setting GValues

That's unclear. They're template overrides with std::optional<T> replacing the GValue containing T.

This is pretty close, just a few tweaks left.","2024-10-11T17:22:55Z",false,"CHANGES_REQUESTED"
"christopherlam","CONTRIBUTOR","","2024-10-11T23:13:51Z",false,"COMMENTED"
"jralls","MEMBER","","2024-10-12T20:35:28Z",false,"COMMENTED"
"fellen","MEMBER","","2024-06-18T03:12:16Z",false,"COMMENTED"
"jralls","MEMBER","","2024-06-26T14:17:15Z",false,"CHANGES_REQUESTED"
"Bob-IT","CONTRIBUTOR","","2024-06-27T09:06:34Z",false,"COMMENTED"
"Bob-IT","CONTRIBUTOR","","2024-06-27T09:08:32Z",false,"COMMENTED"
"fellen","MEMBER","","2024-06-17T21:31:30Z",false,"COMMENTED"
"fellen","MEMBER","","2024-06-17T21:38:49Z",false,"COMMENTED"
"jralls","MEMBER","","2024-06-17T22:42:43Z",false,"COMMENTED"
"fellen","MEMBER","","2024-06-22T04:48:20Z",false,"COMMENTED"
"fellen","MEMBER","","2024-06-06T02:35:34Z",false,"COMMENTED"
"christopherlam","CONTRIBUTOR","some more c++isms","2024-06-04T04:27:14Z",false,"COMMENTED"
"jralls","MEMBER","The performance benefit here is marginal at best, it's a rare SX transaction that has more than a half-dozen splits, so if you're going to bother with a C++ conversion you might as well make it really C++.
","2024-06-01T18:56:55Z",false,"CHANGES_REQUESTED"
"christopherlam","CONTRIBUTOR","","2024-06-03T08:35:22Z",false,"COMMENTED"
"jralls","MEMBER","","2024-06-03T15:12:10Z",false,"COMMENTED"
"gjanssens","MEMBER","","2024-06-12T08:20:12Z",false,"COMMENTED"
"jralls","MEMBER","","2024-05-23T02:39:32Z",false,"COMMENTED"
"gjanssens","MEMBER","","2024-05-23T10:11:56Z",false,"COMMENTED"
"christopherlam","CONTRIBUTOR","","2024-05-15T16:18:07Z",false,"COMMENTED"
"christopherlam","CONTRIBUTOR","","2024-05-15T16:31:19Z",false,"COMMENTED"
"christopherlam","CONTRIBUTOR","","2024-05-15T23:42:03Z",false,"COMMENTED"
"jralls","MEMBER","","2024-05-16T20:09:45Z",false,"COMMENTED"
"jralls","MEMBER","","2024-05-16T20:11:33Z",false,"COMMENTED"
"christopherlam","CONTRIBUTOR","","2024-05-16T23:19:53Z",false,"COMMENTED"
"jralls","MEMBER","","2024-05-17T01:20:11Z",false,"COMMENTED"
"Bob-IT","CONTRIBUTOR","","2024-05-17T09:15:19Z",false,"COMMENTED"
"Bob-IT","CONTRIBUTOR","","2024-05-17T09:20:02Z",false,"COMMENTED"
"jralls","MEMBER","LGTM","2024-05-13T02:44:05Z",false,"APPROVED"
"jralls","MEMBER","The first commit duplicates #1900, but something's fishy about it: CMakeLists.txt [specifies C++ 17](https://github.com/Gnucash/gnucash/blob/f3b203f4dbd4e9bb02ebecf8b9beaf19b57cbd76/CMakeLists.txt#L599), not C++ 20. Is that not making it into the flags passed to the compiler or has a recent release of GCC decided that C++20 compiance is required regardless of what's passed as `-std=`?","2024-05-09T16:11:59Z",false,"CHANGES_REQUESTED"
